U,Y
62.9447372786358,0
62.9447372786358,0.000673940357339024
62.9447372786358,0.0045124640514272
62.9447372786358,0.013002912347355
62.9447372786358,0.0267629438358812
62.9447372786358,0.0460393556600975
62.9447372786358,0.0709208456122914
62.9447372786358,0.101428761255092
62.9447372786358,0.137555806774643
62.9447372786358,0.179282552215126
62.9447372786358,0.226584474751392
62.9447372786358,0.279434961588077
62.9447372786358,0.337806590370889
62.9447372786358,0.401671674906195
62.9447372786358,0.471002497514224
62.9447372786358,0.545771407723989
62.9447372786358,0.625950863960954
62.9447372786358,0.711513450921423
62.9447372786358,0.80243188657864
62.9447372786358,0.898679024768545
62.9447372786358,1.00022785589216
62.9447372786358,1.10705150681668
62.9447372786358,1.21912324043682
62.9447372786358,1.33641645509328
62.9447372786358,1.45890468393219
62.9447372786358,1.58656159424146
62.9447372786358,1.71936098677923
62.9447372786358,1.85727679510086
62.9447372786358,2.00028308488738
62.9447372786358,2.14835405327637
62.9447372786358,2.3014640281959
62.9447372786358,2.45958746770176
62.9447372786358,2.62269895931783
62.9447372786358,2.79077321937988
62.9447372786358,2.96378509238268
62.9447372786358,3.14170955033034
62.9447372786358,3.32452169209001
62.9447372786358,3.51219674274882
62.9447372786358,3.70471005297413
62.9447372786358,3.90203709837693
62.9447372786358,4.10415347887853
62.9447372786358,4.31103491808049
62.9447372786358,4.52265726263767
62.9447372786358,4.73899648163448
62.9447372786358,4.96002866596434
62.9447372786358,5.18573002771222
62.9447372786358,5.41607689954037
62.9447372786358,5.6510457340771
62.9447372786358,5.89061310330869
62.9447372786358,6.13475569797442
62.9447372786358,6.38345032696458
62.9447372786358,6.63667391672163
62.9447372786358,6.89440351064432
62.9447372786358,7.15661626849483
62.9447372786358,7.42328946580902
62.9447372786358,7.69440049330949
62.9447372786358,7.96992685632181
62.9447372786358,8.24984617419355
62.9447372786358,8.53413617971636
62.9447372786358,8.82277471855089
62.9447372786358,9.11573974865474
62.9447372786358,9.41300933971322
62.9447372786358,9.71456167257297
62.9447372786358,10.0203750386785
62.9447372786358,10.3304278395118
62.9447372786358,10.6446985860342
62.9447372786358,10.9631658981319
62.9447372786358,11.2858085040632
62.9447372786358,11.61260523991
62.9447372786358,11.9435350490306
62.9447372786358,12.2785769815161
62.9447372786358,12.6177101936496
62.9447372786358,12.9609139473676
62.9447372786358,13.3081676097249
62.9447372786358,13.6594506523612
62.9447372786358,14.0147426509714
62.9447372786358,14.3740232847783
62.9447372786358,14.737272336007
62.9447372786358,15.104469689364
62.9447372786358,15.4755953315167
62.9447372786358,15.8506293505771
62.9447372786358,16.2295519355875
62.9447372786358,16.6123433760089
62.9447372786358,16.9989840612119
62.9447372786358,17.3894544799704
62.9447372786358,17.7837352199577
62.9447372786358,18.1818069672451
62.9447372786358,18.5836505058033
62.9447372786358,18.989246717006
62.9447372786358,19.3985765791363
62.9447372786358,19.8116211668955
62.9447372786358,20.2283616509142
62.9447372786358,20.6487792972663
62.9447372786358,21.0728554669849
62.9447372786358,21.5005716155812
62.9447372786358,21.9319092925656
62.9447372786358,22.3668501409712
62.9447372786358,22.8053758968796
62.9447372786358,23.2474683889494
62.9447372786358,23.6931095379471
62.9447372786358,24.1422813562798
62.9447372786358,24.5949659475311
62.9447372786358,25.0511455059985
62.9447372786358,25.5108023162343
62.9447372786358,25.9739187525872
62.9447372786358,26.4404772787478
62.9447372786358,26.9104604472957
62.9447372786358,27.3838508992485
62.9447372786358,27.8606313636139
62.9447372786358,28.3407846569437
62.9447372786358,28.8242936828897
62.9447372786358,29.3111414317626
62.9447372786358,29.8013109800926
62.9447372786358,30.2947854901923
